,Date,MLSid,MLS Name,Street,Price,Bedrooms,Bathrooms,Appliances,Description,Fullbath,Halfbath,Threequarter Bath,Rooms
201,2016-10-31 00:00:00,316010184,ITECH,"9378 Wilshire Boulevard, Suite 200",3950.0,4,0,,0,3,1,0,8
202,2016-11-02 11:55:26,316010241,ITECH,2317 Dickenson Road,2485000.0,4,0, Free Standing Gas Oven-Gas ,0,1,0,3,8
203,2016-11-03 07:20:11,316010261,ITECH,"11726 San Vicente Blvd, Suite 350",608000.0,3,0, Cooktop - Gas Oven ,0,1,1,1,6
204,2016-11-03 00:00:00,316010267,ITECH,3181 FEDERAL AVE,150000.0,0,0,,0,0,0,0,0
205,2016-11-05 06:16:15,316010316,ITECH,"11726 San Vicente Blvd, Suite 350",540000.0,3,0, Built-In Gas ,0,1,0,1,5
206,2016-11-07 00:00:00,316010376,ITECH,1125 NAPOLI DR,5000.0,3,0, Built-In Gas Cooktop - Gas Microwave Oven ,0,3,0,0,6
207,2016-11-10 00:00:00,316010426,ITECH,"9378 Wilshire Boulevard, Suite 200",650000.0,3,0, RangeOven ,0,2,0,0,5
208,2016-11-09 00:00:00,316010451,ITECH,17795 CALLE DE PALERMO,2175000.0,5,0,,0,5,0,1,11
209,2016-11-11 00:00:00,316010501,ITECH,"11726 San Vicente Blvd, Suite 350",1150000.0,4,0,,0,1,1,1,7
210,2016-11-13 00:00:00,316010528,ITECH,235 MAIN ST,569900.0,4,0, Oven ,0,3,0,0,7
211,2016-11-14 00:00:00,316010536,ITECH,"11726 San Vicente Blvd, Suite 350",2600000.0,5,0, Built-In BBQ ,0,4,0,0,9
212,2016-11-18 00:00:00,316010634,ITECH,15630 WOODVALE RD,785000.0,2,0, Built-Ins Microwave Oven RangeOven Range Hood ,0,3,0,0,5
213,2016-11-17 00:00:00,316010650,ITECH,"11726 San Vicente Blvd, Suite 350",1299000.0,4,0, Built-In Gas ,0,3,1,0,8
214,2016-11-18 07:45:06,316010702,ITECH,1227 GRANVILLE AVE,1025000.0,4,0, Built-In Gas ,0,1,0,1,6
218,2016-10-04 00:00:00,SB16712658MR,CRMLS,610 N Orlando AVE,779000.0,3,0, RangeOven ,0,2,99,0,104
